,created_at,tweets,location
1619,2019-05-02 06:49:25,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b'look up! redemption draws near'
1620,2019-05-02 06:49:22,bmsnbc this lying a b crawl back into your hole god i hope they open an investigation up on you and you finally serve justice but the democrats would say they dont believe it when the truth smacks them in the face trump 2020,b''
1621,2019-05-02 06:49:19,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b'United States'
1622,2019-05-02 06:49:12,brt palmerreport deutsche bank has donald trumpxe2x80x99s tax returns and is handing them over to house democrats url,"b'Los Angeles, CA'"
1623,2019-05-02 06:49:11,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1624,2019-05-02 06:49:09,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b''
1625,2019-05-02 06:49:08,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1626,2019-05-02 06:49:08,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1627,2019-05-02 06:49:07,btrump lied about this emails show trump admin had no way to link separated migrant kids to parents immigration migrant democrats2020 democrats dems democraticparty democratic url,"b'Washington, DC'"
1628,2019-05-02 06:49:05,brt palmerreport deutsche bank has donald trumps tax returns and is handing them over to house democrats url,b'America'
1629,2019-05-02 06:49:01,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
1630,2019-05-02 06:49:00,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b'S.F. bay area'
1631,2019-05-02 06:49:00,btop story realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perez has repeatedly called on republicans in recent days to not use stolexe2x80xa6 url see more url,b'AZ. NJ. FL. NV.'
1632,2019-05-02 06:48:58,brt brianbeutler double reminder that trump has been given every indication that he can obstruct justice with impunity barr will insist ixe2x80xa6,b'California'
1633,2019-05-02 06:48:52,brt amy_siskind not only is barr a noshow for house judiciary hearings tomorrow the doj also said it will not comply with the committeexe2x80xa6,b''
1634,2019-05-02 06:48:46,brt zachdcarter if trumpxe2x80x99s 2016 victory canxe2x80x99t get democrats to rethink bill clintonxe2x80x99s trade agenda nothing cannneconomists now generallyxe2x80xa6,b''
1635,2019-05-02 06:48:33,bjohnkennedy r la said hed be open to mueller testifying in front of congress if mueller was reconsidering his findingsnnwhy would mueller recanting his findings be necessary if trump was xe2x80x9ctotally exoneratedxe2x80x9d by the muellerinvestigationnnrepublicans turn on mueller,"b'Boston, MA ~ Sunny Northern CA'"
1636,2019-05-02 06:48:31,brt mehdirhasan i mean seriously if house democrats donxe2x80x99t impeach this president then they might as well remove the impeachment clause fxe2x80xa6,b''
1637,2019-05-02 06:48:31,bdonaldjtrumpjr joebiden biden has read presidential elections for dummys lol,b'United States'
1638,2019-05-02 06:48:29,brt thedailybeast thatxe2x80x99s it democrats writes therickwilson put just one trump minion in jail for contempt and youxe2x80x99ll show that youxe2x80xa6,b''
1639,2019-05-02 06:48:29,basharangappa_ trump believes he is being treated unfairly by congressional democrats by the free press by just about anyone or any investigation that challenges his veracity therefore trump has obstructed congress the press the mueller investigation etc,b'Connecticut'
1640,2019-05-02 06:48:28,brt amy_siskind stop talking and start doing donxe2x80x99t let trump and his lawless regime get away with eroding our democracy you took an oaxe2x80xa6,"b'Hollywood, California'"
1641,2019-05-02 06:48:26,brt thedailybeast thatxe2x80x99s it democrats writes therickwilson put just one trump minion in jail for contempt and youxe2x80x99ll show that youxe2x80xa6,"b'Houston, TX'"
1642,2019-05-02 06:48:19,brt michaelt_45 god bless the usa where im proud to be an american where atleast i know im freennthank you prestrump for fighting witxe2x80xa6,b''
1643,2019-05-02 06:48:16,brt billkristol candidate trumps picking a fight with biden democrats are upset about ag barr but keep focus the mueller report lays oxe2x80xa6,"b'Shreveport, LA'"
1644,2019-05-02 06:48:16,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Baton Rouge, LA'"
1645,2019-05-02 06:48:14,badamparkhomenko wow hillary nailed it just like she did in 2016 hillary clinton is amazing and it sucks that she isnt president im hoping we can get out from the corrupt blanket of trump and participating republicans if not by 2020 im moving to puerto rico enough,b''
1646,2019-05-02 06:48:08,brt 4animallife this scenario illustrates why its dangerous amp unamerican of the gop to not secure our elections and to be ok with russixe2x80xa6,"b'Alberta, Canada'"
1647,2019-05-02 06:48:08,brt drnealhouston kbq225 shawnlyn5 obama administration scandalsnnxe2x80xa2 irs targetingnxe2x80xa2 benghazinxe2x80xa2 fast amp furiousnxe2x80xa2 spying on trump campaigxe2x80xa6,b'England'
1648,2019-05-02 06:48:07,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,b''
1649,2019-05-02 06:48:05,btavleen_singh proud that ms tulsi expecting to contest u s presidential elections india is so proud but indian want equal rights and opportunities everywhere in the world but when it comes to rheor own country then it is about hinduism and indiashould we even complain about racism,b''
1650,2019-05-02 06:48:05,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1651,2019-05-02 06:48:02,bthe latest democrats call trumps lawsuit meritless url,b'USA'
1652,2019-05-02 06:47:55,brt annaapp91838450 mueller objected to report rollout but did not say it was inaccurate url breitbartnewsnbottom linxe2x80xa6,b'It\xe2\x80\x99s Fluid'
1653,2019-05-02 06:47:53,brt renukajain6 china wanted to delay terror designation of maulana masood azhar until after may 15 citing the lok sabha elections in indixe2x80xa6,b'\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xb2\xe0\xa5\x80'
1654,2019-05-02 06:47:46,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'New York, NY'"
1655,2019-05-02 06:47:45,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,"b'Easton,  pa'"
1656,2019-05-02 06:47:42,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
1657,2019-05-02 06:47:41,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1658,2019-05-02 06:47:35,brt scottadamssays in 2016 if everything the democrats believed had been true we would have a depression nuclear war prison camps andxe2x80xa6,b''
1659,2019-05-02 06:47:28,bjbpage attackackack joebiden it because of trump he has been dying to fire mueller other republicans blocked him from doing so because it would have been clear obstruction of justice earlier on why did trump get so pissed at jeff sessions why did comey get fired he wanted no investigation of russians,b''
1660,2019-05-02 06:47:28,brt dncwarroom republicans on the senate judiciary committee were more interested in providing cover for trump than getting answers for thxe2x80xa6,b'United States'
1661,2019-05-02 06:47:25,brt repmarkgreen democrats refused to defend the integrity of the house by voting against the resolution referring cohenxe2x80x99s testimony to txe2x80xa6,"b'Chicago, IL'"
1662,2019-05-02 06:47:16,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b'Arizona '
1663,2019-05-02 06:47:13,bcomey clapper strokz mccabe johnbrennan sallyyates obamagate spygate russiacollusionhoax nndemocrats let hillary walk when she had a server in her bathroom with classified information and tried to set up president trump as a russian agent dems must be investigated url,b''
1664,2019-05-02 06:47:12,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b'cotabato city'
1665,2019-05-02 06:47:07,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b'Alabama/Texas'
1666,2019-05-02 06:47:05,brt sethabramson 2 if these men are to be taken literally the only next step the democrats can take is to impeach barr so that either evxe2x80xa6,b'Florida'
1667,2019-05-02 06:47:02,brt thedailybeast thatxe2x80x99s it democrats writes therickwilson put just one trump minion in jail for contempt and youxe2x80x99ll show that youxe2x80xa6,b''
1668,2019-05-02 06:47:01,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b''
1669,2019-05-02 06:47:00,brt annaapp91838450 mueller objected to report rollout but did not say it was inaccurate url breitbartnewsnbottom linxe2x80xa6,"b'California, USA'"
1670,2019-05-02 06:46:59,brt randyebarnett william barr is exactly the kind of republican that democrats say they respect yet when he doesnxe2x80x99t do exactly what theyxe2x80xa6,b'United States'
1671,2019-05-02 06:46:56,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b''
1672,2019-05-02 06:46:53,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Georgia, USA'"
1673,2019-05-02 06:46:53,b2getbrown talibkweli democrats are the white racists,b''
1674,2019-05-02 06:46:48,brepadamschiff itxe2x80x99s time to start impeachment of both barr and trump democrats and republicans need to step up and do what the constitution has set in place to protect usnthis bs is ridiculous we all watched in plain sight as trump has lied coercedconspiredapproved of criminal behavior,b''
1675,2019-05-02 06:46:40,brt thedailybeast thatxe2x80x99s it democrats writes therickwilson put just one trump minion in jail for contempt and youxe2x80x99ll show that youxe2x80xa6,b'America'
1676,2019-05-02 06:46:39,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'SANCTUARY SHIT HOLE CALIFORNIA'
1677,2019-05-02 06:46:36,bnewsatwnbarr mounts dual defense of role in mueller probe and of trumpnnin a contentious senate judiciary hearing barr deflected attacks by democrats on his decision to oppose an urgent request by mueller to publicly release summaries of the russia investigation and he rep,b''
1678,2019-05-02 06:46:33,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,"b'Chicago, IL'"
1679,2019-05-02 06:46:33,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b'USA'
1680,2019-05-02 06:46:31,brt palmerreport deutsche bank has donald trumpxe2x80x99s tax returns and is handing them over to house democrats url,"b'Ventura, CA'"
1681,2019-05-02 06:46:31,brt sethabramson 2 if these men are to be taken literally the only next step the democrats can take is to impeach barr so that either evxe2x80xa6,b'The Soul of Democracy'
1682,2019-05-02 06:46:24,bobama knew about russian interference and did nothingnntrump sent barr to defend obamas weakness and naivetynnhouse democrats should be grateful to trump and barr for defending previous administration loopholesnnwhat an arrangee kangaroo testimonynnwaste of time and resources,b''
1683,2019-05-02 06:46:14,brt palmerreport deutsche bank has donald trumps tax returns and is handing them over to house democrats url,b'UK; anti-brexit/anti-trump'
1684,2019-05-02 06:46:13,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'Arkansas'
1685,2019-05-02 06:46:12,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b'Northern New Jersey'
1686,2019-05-02 06:46:12,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1687,2019-05-02 06:46:11,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,"b'Los Angeles, CA/Rochester, NY'"
1688,2019-05-02 06:46:07,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b'South of Boston'
1689,2019-05-02 06:46:07,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'Corrupt California'
1690,2019-05-02 06:46:06,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b''
1691,2019-05-02 06:46:06,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,b'Northern Nevada '
1692,2019-05-02 06:46:04,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'United States'
1693,2019-05-02 06:46:04,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,"b'Las Vegas, Nevada'"
1694,2019-05-02 06:46:01,brt mehdirhasan for me this is the key question that comes out of mueller and trumpgiulianiporter et alxe2x80x99s response of xe2x80x98well collusion ixe2x80xa6,b''
1695,2019-05-02 06:45:56,brt mrdane1982 i didnt watch hillary clinton interview on rachel maddow but did she just saynnso if the republicans can have the russxe2x80xa6,"b'Nevada, USA'"
1696,2019-05-02 06:45:56,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,b'Untied States '
1697,2019-05-02 06:45:55,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
1698,2019-05-02 06:45:53,brt msnbc fmr cia director john brennan xe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking one andxe2x80xa6,b''
1699,2019-05-02 06:45:44,brt randyebarnett william barr is exactly the kind of republican that democrats say they respect yet when he doesnxe2x80x99t do exactly what theyxe2x80xa6,b'Reality'
1700,2019-05-02 06:45:40,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Oklahoma, USA'"
1701,2019-05-02 06:45:38,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
1702,2019-05-02 06:45:37,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'California'
1703,2019-05-02 06:45:36,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Shreveport, LA'"
1704,2019-05-02 06:45:27,bfor someone who just woke up xf0x9fx98xab xe2x9bx84xefxb8x8f as 2020 elections approach fast will more us presidential candidates show bitcoin some praise url url,b''
1705,2019-05-02 06:45:25,bspeakerpelosi thatxe2x80x99s greatnnhow about trumpxe2x80x99s impeachment now what else could it possibly take to hold the xe2x80x9claw and order presidentxe2x80x9d to the rule of lawnndemocrats can show strength by holding trump and his people accountable for breaking the law regardless of the gop hypocrisy impeach45,"b'California, USA'"
1706,2019-05-02 06:45:24,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,"b'Pittsburgh, PA'"
1707,2019-05-02 06:45:24,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b'United States'
1708,2019-05-02 06:45:19,brt acnewsitics its fun to watch trump supporters cry about staff lawyers questioning barr when republicans recently flew a prosecutor toxe2x80xa6,b'Deep Red South'
1709,2019-05-02 06:45:17,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Nara-Ken, Japan'"
1710,2019-05-02 06:45:15,brt gop for the past two years democrats lied to the american people about the trumprussia collusion narrative n ntodayxe2x80x99s hearing madexe2x80xa6,"b'Lambeth, London'"
1711,2019-05-02 06:45:15,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Pawleys Island, SC'"
1712,2019-05-02 06:45:13,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b''
1713,2019-05-02 06:45:13,brt billkristol candidate trumps picking a fight with biden democrats are upset about ag barr but keep focus the mueller report lays oxe2x80xa6,b''
1714,2019-05-02 06:45:12,brt randyebarnett william barr is exactly the kind of republican that democrats say they respect yet when he doesnxe2x80x99t do exactly what theyxe2x80xa6,b''
1715,2019-05-02 06:45:10,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Meriden, CT'"
1716,2019-05-02 06:45:08,brt amy_siskind stop talking and start doing donxe2x80x99t let trump and his lawless regime get away with eroding our democracy you took an oaxe2x80xa6,b'WA'
1717,2019-05-02 06:45:03,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'Vineam Deus'
1718,2019-05-02 06:45:03,brt funder breaking senator tillis just admitted he has not read the entire mueller report graham also said he hasnxe2x80x99t read the whole repxe2x80xa6,b'United States'
1719,2019-05-02 06:45:02,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1720,2019-05-02 06:44:56,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,b''
1721,2019-05-02 06:44:55,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Alida, SK'"
1722,2019-05-02 06:44:55,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1723,2019-05-02 06:44:53,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'London, England'"
1724,2019-05-02 06:44:48,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'Augusta, Georgia'"
1725,2019-05-02 06:44:47,brt ronaldklain im going to make this simple the trump administration is going to lie and stonewall until the democrats increase the prxe2x80xa6,"b'Harlem, NY'"
1726,2019-05-02 06:44:41,brt jessiejaneduff foolish democrats took their last gasp in the barrhearing to discredit president trump nnnow they have a major issuexe2x80xa6,"b'Caldwell, Texas USA'"
1727,2019-05-02 06:44:37,brt thedailybeast thatxe2x80x99s it democrats writes therickwilson put just one trump minion in jail for contempt and youxe2x80x99ll show that youxe2x80xa6,b'WA'
1728,2019-05-02 06:44:35,brt aedmondsauthor thatxe2x80x99s right hillaryclinton diversions from the truth 4 trumplethinskins base lindseygrahamsc is a disgrace trump cxe2x80xa6,b''
1729,2019-05-02 06:44:34,brt gopchairwoman joe biden has been losing presidential elections since the 1980s n n2020 will be no differentn nbiden will have to ansxe2x80xa6,"b'Pinellas County, Florida'"
1730,2019-05-02 06:44:30,brt billkristol candidate trumps picking a fight with biden democrats are upset about ag barr but keep focus the mueller report lays oxe2x80xa6,b''
1731,2019-05-02 06:44:30,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1732,2019-05-02 06:44:25,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'illinois'
1733,2019-05-02 06:44:20,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'California, USA'"
1734,2019-05-02 06:44:20,brt edkrassen watching republicans question william barr today reminds us all that the problem doesnt begin with donald trump the problexe2x80xa6,b''
1735,2019-05-02 06:44:18,brt msnbc fmr cia director john brennan xe2x80x9cixe2x80x99m still waiting for those republicans to realize that the xe2x80x98trump shipxe2x80x99 is a sinking one andxe2x80xa6,"b'Harlem, NY'"
1736,2019-05-02 06:44:18,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Las Vegas, NV'"
1737,2019-05-02 06:44:15,brt indietroy itxe2x80x99s time for attorney general william barr to resign hexe2x80x99s just another trump toady he is not donald trumpxe2x80x99s attorney hexe2x80xa6,"b'Golden Beach, FL'"
1738,2019-05-02 06:44:15,brt funder breaking senator tillis just admitted he has not read the entire mueller report graham also said he hasnxe2x80x99t read the whole repxe2x80xa6,"b'Hollywood, California'"
1739,2019-05-02 06:44:13,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1740,2019-05-02 06:44:12,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,"b'Orlando, FL'"
1741,2019-05-02 06:44:11,brt palmerreport deutsche bank has donald trumps tax returns and is handing them over to house democrats url,b''
1742,2019-05-02 06:44:07,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1743,2019-05-02 06:44:06,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,"b'San Diego, CA'"
1744,2019-05-02 06:44:05,brt mitchellvii it almost feels as if the trump admin is baiting the democrats into impeaching him just before he and barr and horowitz uxe2x80xa6,b'United States'
1745,2019-05-02 06:44:05,berictrump realdonaldtrump so why are you so incredibly desperate to hide your financial records if the trump clan is innocent you should be welcoming the chance to shut the democrats up once amp for all nntrumpcrimesyndicate nreleaseyourfinancesnfaketrumpemergency nreleasethefullmuellerreport url,"b'Auckland, New Zealand'"
1746,2019-05-02 06:44:03,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b'WA'
1747,2019-05-02 06:44:02,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'Bebop'
1748,2019-05-02 06:44:02,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'USA'
1749,2019-05-02 06:43:56,brt donaldjtrumpjr you would think this wouldnt be a controversial statementbut based on their unhinged and disgraceful antics at thexe2x80xa6,"b'Ohio, USA'"
1750,2019-05-02 06:43:55,brt charliekirk11 227 democratsxe2x80x94nearly all of them voted to allow illegal aliens to vote in our electionsnnmeanwhile they all support thxe2x80xa6,b'Texas'
1751,2019-05-02 06:43:53,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b'United States'
1752,2019-05-02 06:43:52,brt mikelevinca congressional republicans used every last bit of their oversight power to demand the release of sensitive documents from txe2x80xa6,b''
1753,2019-05-02 06:43:50,brt realmattcouch raise your hand if after todays fiasco by the corrupt democrats youre even more motivated than ever to get people regixe2x80xa6,b'Brought to you from Kentucky'
1754,2019-05-02 06:43:49,brt washingtonpost opinion dear republicans stop using my father ronald reagan to justify your silence on trump url,b''
1755,2019-05-02 06:43:46,bericholder easy response to republicans spying scam if strzok and fbi were actually biased all they had to do was leak to the press in aug 2016 that there was an ongoing investigation into the trump campaign conspiracy with russia they didnt,"b'New York, NY'"
1756,2019-05-02 06:43:46,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b'illinois'
1757,2019-05-02 06:43:46,brt mrdane1982 i didnt watch hillary clinton interview on rachel maddow but did she just saynnso if the republicans can have the russxe2x80xa6,b'Alaska'
1758,2019-05-02 06:43:42,brt presssec ag bill barr served president george hw bush honorably as ag and has done the same for president trump democrats only disgxe2x80xa6,"b'Long Beach, CA'"
1759,2019-05-02 06:43:41,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1760,2019-05-02 06:43:27,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,b''
1761,2019-05-02 06:43:22,brt proudresister bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if demxe2x80xa6,"b'Woodhaven, MI'"
1762,2019-05-02 06:43:22,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'London-Sydney (USA occasionally)'
1763,2019-05-02 06:43:20,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,"b'Las Vegas, NV'"
1764,2019-05-02 06:43:19,bhoundog121 msnbc rosie democrats wanted him fired until trump actually fired him url,b''
1765,2019-05-02 06:43:15,brt speakerpelosi today the gopxe2x80x99s cruel assault on americansxe2x80x99 health care continued in the courts while the trump doj tries to strike doxe2x80xa6,b'The Old Dominion'
1766,2019-05-02 06:43:14,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1767,2019-05-02 06:43:14,brt senatorleahy it was extraordinary that atty gen barr couldnxe2x80x99t even acknowledge to me that it was troubling that the trump campaign wxe2x80xa6,b''
1768,2019-05-02 06:43:11,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b'United States'
1769,2019-05-02 06:43:10,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b'Texas'
1770,2019-05-02 06:43:10,brt charliekirk11 rt if you are loving ag barr teach basic law to political democrats who hate trump more than they love america,b''
1771,2019-05-02 06:43:09,bablocke7 yankeegirlnj65 preetbharara only if they are leaked these people bad republicans have invested too much in the dirty disgusting trump to turn back now,b'United States'
1772,2019-05-02 06:43:06,brt lrihendry realdonaldtrump seanhannity democrats amp msm want to keep the phony trump narrative alive demonizing president trump,"b'Easton,  pa'"
1773,2019-05-02 06:43:04,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,"b'Culver City, CA'"
1774,2019-05-02 06:43:02,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
1775,2019-05-02 06:43:02,brt stoptrump2020 congressional democratsxe2x80x99 emoluments lawsuit targeting president trumpxe2x80x99s private business can proceed judge says httpsxe2x80xa6,b''
1776,2019-05-02 06:43:00,brt maddowblog here is hillary clintons hypothetical about a candidate calling on china to hack trumps taxes and why republicans puttinxe2x80xa6,b''
1777,2019-05-02 06:42:59,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,b'CHILLTOWN. NEW JERSEY'
1778,2019-05-02 06:42:57,bstopbigmoney im tired of gop ploy s circumventing will of we the people by cheating elections gop use electoral college 2 cheat will of people ussr hacked 21 voter data bases all critical ec data bases used 2 cheat hrc out of victory putin elected donny usa didnt elect traitor trump,b''
1779,2019-05-02 06:42:55,brt palmerreport deutsche bank has donald trumpxe2x80x99s tax returns and is handing them over to house democrats url,b'West Michigan'
1780,2019-05-02 06:42:55,brt jessiejaneduff foolish democrats took their last gasp in the barrhearing to discredit president trump nnnow they have a major issuexe2x80xa6,"b'California, USA'"
1781,2019-05-02 06:42:52,brt realsaavedra hillary clinton calls on china to illegally obtain trumpxe2x80x99s tax returns and give them to american medianndnc chair tom perxe2x80xa6,"b'California, USA'"
1782,2019-05-02 06:42:46,brt mrdane1982 i didnt watch hillary clinton interview on rachel maddow but did she just saynnso if the republicans can have the russxe2x80xa6,"b'Northwich,  UK'"
1783,2019-05-02 06:42:42,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b'United States'
1784,2019-05-02 06:42:41,brt ingrahamangle taxpayers should demand these trumphating barr bashing democrats repay their salaries this barr hearing is a completxe2x80xa6,b''
1785,2019-05-02 06:42:41,brt mehdirhasan for me this is the key question that comes out of mueller and trumpgiulianiporter et alxe2x80x99s response of xe2x80x98well collusion ixe2x80xa6,"b'Isabela, Puerto Rico'"
